"COLLEGE_CODE","PROGRAM_CODE","PROGRAM_DESC","MAJOR_CODE","MAJOR_DESC","KPI_DEGREE","KPI_DIVISION"
"1","1C07820","Computer Editor Scopist Cert","2070","Computer Editor Scopist","Cypress College Degree","Cypress College Division"
"1","1C30335B","Web Progrmming","7369","Web Programming","Cypress College Degree","Cypress College Division"
"1","1C31347N","Coll Repr Ctr Parts Manager","0131","Coll Repr Ctr Parts Manager","Cypress College Degree","Cypress College Division"
"2","2C00060","Cert Machine Tech:CNC Operator","8120","Machine Tech: CNC Operator","Machine Technology","Tech and Engineering"
"1","1C33962N","Acting & Film Video Production","0166","Acting & Film Video Production","Cypress College Degree","Cypress College Division"
"2","2C36787","Advanced Fashion Design","7552","Advanced Fashion Design","Fashion","Tech and Engineering"
"1","1C07821N","CART-CommAccessRealtime Trans.","3030","CART-CommAccessRealtime Trans.","Cypress College Degree","Cypress College Division"
"2","2C36693","CIS: Networking","7921","CIS: Networking","Computer Information Systems","Business"
"1","1C12358N","Digital Illustration","3331","Digital Illustration","Cypress College Degree","Cypress College Division"
"2","2C12007A","Auto Service Management","8763","Auto Service Management","Automotive","Tech and Engineering"
"2","2A43726","Amer Sign Lang Deaf Culture","5505","Amer Sign Lang Deaf Culture","Counseling and Guidance","Counseling"
"1","1A35448","UAV/UAS","3573","UAV/UAS","Cypress College Degree","Cypress College Division"
"2","2C41409","Aging Studies","7086","Aging Studies","Sociology","Social Science"
"1","1C35041NA","Sustainability","0192","Sustainability","Cypress College Degree","Cypress College Division"
"2","2GU0026","UC IGETC Certification","0026","UC IGETC Certification","Counseling and Guidance","Counseling"
"2","2A30885","Psychology AA-T","5861","Psychology AA-T","Psychology","Social Science"
"2","2S03837","AS Printing Technology","5850","Printing Technology","Printing Technology","Tech and Engineering"
"2","2C36510","CSU Gen Ed Certificate","8620","CSU Gen Ed Certificate","Counseling and Guidance","Counseling"
"1","1A32187","Theatre Arts AA-T","0147","Theatre Arts AA-T","Cypress College Degree","Cypress College Division"
"2","2A03847","AA Art","5060","Art","Art","Fine Arts"
"2","2A03820","AA Biology","5100","Biology","Biology","Natural Science"
"1","1A32097","Studio Arts AA-T","0148","Studio Arts AA-T","Cypress College Degree","Cypress College Division"
"2","2A31580","English AA-T","5401","English AA-T","English","Humanities"
"1","1C31173","Air Conditioning Refrigeration","0126","Air Conditioning/Refrigeration","Cypress College Degree","Cypress College Division"
"1","1C31191","Green Refrigeration","0078","Green Refrigeration","Cypress College Degree","Cypress College Division"
"1","1C31185","Air Conditioning Bldg Comiss","0068","Air Conditioning Bldg Comiss","Cypress College Degree","Cypress College Division"
"1","1C31106","Air Conditioning Codes & Est","0069","Air Conditioning Codes & Est","Cypress College Degree","Cypress College Division"
"1","1S03785","Registered Nursing","0420","Registered Nursing","Cypress College Degree","Cypress College Division"
"2","2A33300","Economics AA-T","5371","Economics AA-T","Economics","Social Science"
"1","1C03768","Computer Programming Cert","2090","Computer Programming","Cypress College Degree","Cypress College Division"
"1","1C30335","Advanced Web Page Design","0037","Advanced Web Page Design","Cypress College Degree","Cypress College Division"
"2","2C18749","Cert Stage Management","8490","Stage Management","Theatre Arts","Fine Arts"
"1","1C40489M","Ultrason. Scal. & Coronal  Pol","0208","Ultrason. Scal. & Coronal  Pol","Cypress College Degree","Cypress College Division"
"2","2C37715","Research Fundamentals Skills","8710","Research Fundamentals Skills","Social Sciences","Social Science"
"2","2C40523","Biotechnology Lab Asst Skills","8631","Biotechnology Lab Asst  Skills","Biology","Natural Science"
"2","2S37174","Biology AS-T","5102","Biology AS-T","Biology","Natural Science"
"1","1C10449N","Imaging Technologist Assistant","0043","Imaging Technologist Assistant","Cypress College Degree","Cypress College Division"
"1","1C31188N","Air Conditioning Customer Serv","0077","Air Conditioning Customer Serv","Cypress College Degree","Cypress College Division"
"1","1C31185N20","HVAC Building Commissioning","2602","HVAC Bldg Commiss","Cypress College Degree","Cypress College Division"
"1","1C22916N","Aviation I Private Pilot","2916","Aviation I Private Pilot","Cypress College Degree","Cypress College Division"
"2","2C39271","Construction Estimating Skills","7452","Construction Estimating Skills","Construction Technology","Tech and Engineering"
"1","1C37247N","Cyber Defense Certificate","7924","Cyber Defense Certificate","Cypress College Degree","Cypress College Division"
"1","1C41528","Foreign Lng.: Elementary Level","5503","Foreign Lng.: Elementary Level","Cypress College Degree","Cypress College Division"
"1","1C07833","Auto Paint/Refinishing Cert","2620","Automotive Paint/Refinishing","Cypress College Degree","Cypress College Division"
"1","1B03791","Funeral Service","FUNR","Funeral Service","Cypress College Degree","Cypress College Division"
"1","1A35300","Journalism AA-T","3583","Journalism AA-T","Cypress College Degree","Cypress College Division"
"1","1C37707N","ESL Mlstn-Ptwy DH/NURS/PSY TCH","5031","ESL Mlstn-Ptwy DH/NURS/PSY TCH","Cypress College Degree","Cypress College Division"
"1","1C43813M","Honors Program Certificate","0186","Honors Program Certificate","Cypress College Degree","Cypress College Division"
"2","2C13209A","Residential Interior Design","7681","Residential Interior Design","Interior Design","Tech and Engineering"
"1","1C07842M","Gerontology","0055","Gerontology","Cypress College Degree","Cypress College Division"
"1","1S37128B","Public Health AS-T","0351","Public Health AS-T","Cypress College Degree","Cypress College Division"
"1","1S43079","Physics AS for UC Transfer","0063","Physics AS for UC Transfer","Cypress College Degree","Cypress College Division"
"1","1S03813A","Culinary Management","0182","Culinary Management","Cypress College Degree","Cypress College Division"
"1","1C21106M","Computer Programming","2091","Computer Programming","Cypress College Degree","Cypress College Division"
"2","2A33680","Anthropology AA-T","5041","Anthropology AA-T","Anthropology","Social Science"
"2","2S03842","AS Manufacturing Technology","5670","Manufacturing Technology","Manufacturing","Tech and Engineering"
"1","1C37698N","ESL Mlstn-Pthwy to AviaTraCar.","5032","ESL Mlstn-Pthwy to AviaTraCar.","Cypress College Degree","Cypress College Division"
"2","2A31648","Theatre Arts AA-T","5931","Theatre Arts AA-T","Theatre Arts","Fine Arts"
"1","1C31186N","Commercial Air Conditioning","0125","Commercial Air Conditioning","Cypress College Degree","Cypress College Division"
"1","1C31492","Collision Repair Tech Asst","2613","Collision Repair Tech Asst","Cypress College Degree","Cypress College Division"
"1","1GE0021","CSU GE Area E Completed","0021","CSU GE Area E Completed","Cypress College Degree","Cypress College Division"
"1","1C03782","Photography Cert","2780","Photography","Cypress College Degree","Cypress College Division"
"1","1C12984","Portrait & Wedding Photography","0041","Portrait & Wedding Photography","Cypress College Degree","Cypress College Division"
"2","2S35804","Nutrition and Dietetics AS-T","5741","Nutrition and Dietetics AS-T","Nutrition and Foods","Natural Science"
"1","1C31196","Computer Software and App","0089","Computer Software and App","Cypress College Degree","Cypress College Division"
"1","1A03779","Theater Arts","0440","Theater Arts","Cypress College Degree","Cypress College Division"
"1","1C14040","Adv Airline Customer Service","3410","Adv Airline Customer Service","Cypress College Degree","Cypress College Division"
"1","1C14404","Basic Flight Attendant","0113","Basic Flight Attendant","Cypress College Degree","Cypress College Division"
"2","2S03874","Geology","5532","Geology AS-T","Earth Sciences","Natural Science"
"2","2C36708","Biotech Lab Technician","8630","Biotech Lab Technician","Biology","Natural Science"
"1","1S07824","Computer Applications","0130","Computer Applicatons","Cypress College Degree","Cypress College Division"
"1","1C30458","Basic Cruise Line Sales & Oper","0058","Basic Cruise Line Sales & Oper","Cypress College Degree","Cypress College Division"
"1","1C30333N","Court and Agency Services","0035","Court and Agency Services","Cypress College Degree","Cypress College Division"
"1","1C14405B","Basic Travel/Tourism","0114","Basic Travel/Tourism","Cypress College Degree","Cypress College Division"
"2","2C19453","Cert Professional Photography","8410","Professional Photography","Manufacturing","Tech and Engineering"
"1","1C03771","Automotive Tech Cert","2630","Automotive Technology","Cypress College Degree","Cypress College Division"
"1","1C35421","UAV/UAS Drone Photo and Video","3571","UAV/UAS Drone Photo and Video","Cypress College Degree","Cypress College Division"
"2","2C37148","Web Design Skills","7422","Web Design Skills","Computer Information Systems","Business"
"2","2S08391","AS International Business Mgmt","5630","International Business Mgmt","Business Management","Business"
"1","1C37705","ESL Mlstn-Ptwy to DMS HIT RADT","5029","ESL Mlstn-Ptwy to DMS/HIT/RADT","Cypress College Degree","Cypress College Division"
"1","1C37736","ESL Milestone-Pathway to LA OC","5027","ESL Mlstn-Pthwy LA/OC","Cypress College Degree","Cypress College Division"
"1","1C31197","Game Programming","3653","Game Programming","Cypress College Degree","Cypress College Division"
"2","2A32438","Philosophy AA-T","5791","Philosophy AA-T","Philosophy and Religious Studies","Social Science"
"1","1C12980L","Hotel Fundamentals","0282","Hotel Fundamentals","Cypress College Degree","Cypress College Division"
"1","1A18522","Lib. Arts: Human Communication","0533","Lib Arts: Human Communication","Cypress College Degree","Cypress College Division"
"1","1C03813","Culinary Arts Cert","2710","Culinary Arts","Cypress College Degree","Cypress College Division"
"1","1C17140N","Special Event Management","2211","Special Event Management","Cypress College Degree","Cypress College Division"
"1","1C03815N","Graphic Design","2251","Graphic Design","Cypress College Degree","Cypress College Division"
"1","1C12969B","Culinary Fundamentals","0109","Culinary Fundamentals","Cypress College Degree","Cypress College Division"
"2","2C21257","Cert: Entrepreneurship","7101","Entrepreneurship","Business Management","Business"
"1","1C31189N","HVAC Automated  Envr Controls","0076","Air Conditioning Envr Controls","Cypress College Degree","Cypress College Division"
"2","2C10611A","Digital Publication","7331","Digital Publication","Digital Arts","Fine Arts"
"1","1C12970N","Automotive Damage Appraisal","0116","Automotive Damage Appraisal","Cypress College Degree","Cypress College Division"
"1","1C037064","Auto T-TEN Eng & Drvln Spec","8031","T-TEN Engine & Driveline Spec","Cypress College Degree","Cypress College Division"
"1","1A19682","African-American Studies","0071","African-American Studies","Cypress College Degree","Cypress College Division"
"2","2C36702B","Cyber Security Technician","8672","Cyber Security Technician","Computer Information Systems","Business"
"1","1C12937M","Cisco Networking","0052","Cisco Networking","Cypress College Degree","Cypress College Division"
"1","1C31350","Auto Collision Cntr Damage Apr","0136","Auto Coll Ctr Damage Appraiser","Cypress College Degree","Cypress College Division"
"1","1A39652A","SJS: Asian American Stud. AA-T","5893","SJS: Asian American Stud. AA-T","Cypress College Degree","Cypress College Division"
"1","1C37959","Chrctr Bckgrnd Dsgn for Anmtn","3272","Chrctr Bckgrnd Dsgn for Anmtn","Cypress College Degree","Cypress College Division"
"1","1C42223K","Pract. in Beg. Mch Shorthand","2114","Pract. in Beg. Mch Shorthand","Cypress College Degree","Cypress College Division"
"1","1C07820N","Computer Editor Scopist","2070","Computer Editor Scopist","Cypress College Degree","Cypress College Division"
"2","2S43037","Physics for UC Transfer","5819","Physics for UC Transfer","Physics","Natural Science"
"1","1S07814","Merchandising","0340","Merchandising","Cypress College Degree","Cypress College Division"
"2","2C08429","Fashion: Image Consultant","7590","Fashion: Image Consultant","Fashion","Tech and Engineering"
"1","1C12959","Dance Teaching","0047","Dance Teaching","Cypress College Degree","Cypress College Division"
"1","1C31352","Auto Coll Facility Produc Mgr","0133","Auto Coll Facility Product Mgr","Cypress College Degree","Cypress College Division"
"1","1C12955B","Costume and Makeup Design","0012","Costume and Makeup Design","Cypress College Degree","Cypress College Division"
"1","1C37247","Cyber Defense Certificate","7924","Cyber Defense Certificate","Cypress College Degree","Cypress College Division"
"1","1C31196N","Computer Software and App","0089","Computer Software and App","Cypress College Degree","Cypress College Division"
"2","2A40547","Amer Indian & Indigenous St","5037","Amer Indian & Indigenous St","Ethnic Studies","Social Science"
"2","2C42468","Acting and Performance Lvl 2","7888","Acting and Performance Lv 2","Theatre Arts","Fine Arts"
"2","2C40649","Auto Transmission Specialist","8770","Auto Transmission Spec","Automotive","Tech and Engineering"
"1","1S43369","Mechatronics, Robotics & Auto.","0221","Mechatronics, Robotics & Auto.","Cypress College Degree","Cypress College Division"
"2","2C00090A","Yoga Teacher Skills","8602","Yoga Teacher Skills","Physical Education","Physical Education"
"2","2C40553","Business Data Analytics","7082","Business Data Analytics","Business Management","Business"
"1","1K00045","Recording Arts Cert","3000","Recording Arts","Cypress College Degree","Cypress College Division"
"1","1K00033","Basic Cook","2850","Basic Cook","Cypress College Degree","Cypress College Division"
"1","1C15694B","Animation 3D Computer Graphics","0039","Animation 3D Computer Graphics","Cypress College Degree","Cypress College Division"
"1","1C30334","Web Page Design","0036","Web Page Design","Cypress College Degree","Cypress College Division"
"2","2GC0027","Cal-GETC Certification","8622","Cal-GETC Certification","Counseling and Guidance","Counseling"
"2","2C37761","Swiss Lathe","7702","Swiss Lathe","Machine Technology","Tech and Engineering"
"2","2C10618A","Electronic Imaging","7821","Electronic Imaging","Printing Technology","Tech and Engineering"
"1","1S31211","Health Information Coding","0092","Health Information Coding","Cypress College Degree","Cypress College Division"
"1","1C21094N","Accounting","2001","Accounting","Cypress College Degree","Cypress College Division"
"1","1C30334M","Web Development","7371","Web Development","Cypress College Degree","Cypress College Division"
"2","2C36687A","Fashion: Patternmaker","8282","Fashion:Patternmaker","Fashion","Tech and Engineering"
"1","1C07837","Health Information Coding","2310","Health Information Coding","Cypress College Degree","Cypress College Division"
"1","1C17168N","Basic Tourism & Conference Mgt","0118","Basic Tourism & Conference Mgt","Cypress College Degree","Cypress College Division"
"1","1C37958","Storyboarding Certificate","3274","Storyboarding Certificate","Cypress College Degree","Cypress College Division"
"1","1C43696N","Mechatronics & Automation Comp","0224","Mechatronics & Automation Comp","Cypress College Degree","Cypress College Division"
"1","1C43441N","Stage Management","0804","Stage Management","Cypress College Degree","Cypress College Division"
"2","2C08431","Cert Child Dev: ECE Teacher","7170","Child Dev: ECE Teacher","Child Development and Education Studies","Social Science"
"1","1A18523","Lib Arts: Soc/Behavioral Sci","0531","Lib Arts: Soc/Behavioral Sci","Cypress College Degree","Cypress College Division"
"2","2GH0024","US Hist American Institution","0024","US Hist American Institution","Counseling and Guidance","Counseling"
"2","2A18164","IDS: Arts & Human Expression","8370","IDS: Arts & Human Expression","Counseling and Guidance","Counseling"
"1","1C12937","CISCO Networking","0052","Cisco Networking","Cypress College Degree","Cypress College Division"
"2","2A18163","IDS: Science & Mathematics","8360","IDS: Science & Mathematics","Counseling and Guidance","Counseling"
"2","2S31521","Physics AS-T","5821","Physics AS-T","Physics","Natural Science"
"2","2S30708","Mathematics AS-T","5691","Mathematics AS-T","Mathematics","Math and Computer Science"
"1","1A31353","Psychology AA-T","0093","Psychology AA-T","Cypress College Degree","Cypress College Division"
"2","2A16767","AA Chicano/Chicana Studies","5151","Chicano/Chicana Studies","Ethnic Studies","Social Science"
"2","2S36696","Film,TV, Electronic Media AS-T","5252","Film,TV, Electronic Media AS-T","Cinema Film TV","Tech and Engineering"
"2","2C21266","Television and Film Production","7284","Television and Film Production","Cinema Film TV","Tech and Engineering"
"2","2S35174","Chemistry","5141","Chemistry","Chemistry","Natural Science"
"2","2A13207","AA Industrial Technology","5610","Industrial Technology","Horticultre","Natural Science"
"1","1A18524","Lib. Arts: Math and Science","0532","Lib Arts: Math and Science","Cypress College Degree","Cypress College Division"
"2","2C21274","Cert: Fashion Merchandising","7581","Fashion Merchandising","Fashion","Tech and Engineering"
"1","1S32103","Mathematics AS-T","0149","Mathematics AS-T","Cypress College Degree","Cypress College Division"
"2","2A03880","AA Anthropology","5040","Anthropology","Anthropology","Social Science"
"1","1C31171","Commercial Refrigeration","0075","Commercial Refrigeration","Cypress College Degree","Cypress College Division"
"1","1C12969","Culinary Fundamentals","0109","Culinary Fundamentals","Cypress College Degree","Cypress College Division"
"1","1C21115","Diagnostic Medical Sonography","2421","Diagnostic Medical Sonography","Cypress College Degree","Cypress College Division"
"1","1C10449","Imaging Technologist Assistant","0043","Imaging Technologist Assistant","Cypress College Degree","Cypress College Division"
"2","2C21276","Cert: Cosmetology","7461","Cosmetology","Cosmetology","Tech and Engineering"
"2","2S36982","Physics AS-T","5822","Physics AS-T","Physics","Natural Science"
"1","1C07842B","Gerontology","0055","Gerontology","Cypress College Degree","Cypress College Division"
"1","1C22916","Aviation I Private Pilot","2916","Aviation I Private Pilot","Cypress College Degree","Cypress College Division"
"1","1A32251","Political Science AA-T","0139","Political Science AA-T","Cypress College Degree","Cypress College Division"
"1","1C40488M","Radiation Safety","209","Radiation Safety","Cypress College Degree","Cypress College Division"
"1","1A35301","Economics AA-T","3581","Economics AA-T","Cypress College Degree","Cypress College Division"
"1","1C12975N","AutoTech:Perf. & Drvbility Spe","0105","AutoTech:Perf. & Drvbility Spe","Cypress College Degree","Cypress College Division"
"2","2S18800","Pre-Nursing","5842","Pre-Nursing","Health Sciences","Natural Science"
"2","2A36861A","Sociology","5906","Sociology","Sociology","Social Science"
"1","1C21116T","Psychiatric Technology","0401","Psychiatric Technology","Cypress College Degree","Cypress College Division"
"1","1C31171N","Commercial Refrigeration","0075","Commercial Refrigeration","Cypress College Degree","Cypress College Division"
"1","1C31189N","HVAC Automated  Envr Controls","1176","HVAC Automated Envr Controls","Cypress College Degree","Cypress College Division"
"1","1C37105N","T-TEN Perf & Driveability Spec","8036","T-TEN Perf & Driveability Spec","Cypress College Degree","Cypress College Division"
"1","1C37074N","T-TEN Brake & Alignment Spec.","8032","T-TEN Brake & Alignment Spec.","Cypress College Degree","Cypress College Division"
"2","2A31523","Political Science AA-T","5831","Political Science AA-T","Political Science","Social Science"
"2","2S03819","AS Architecture","5050","Architecture","Architecture","Tech and Engineering"
"2","2A33126","Spanish AA-T","5501","Spanish AA-T","Foreign Language","Humanities"
"1","1C33780N","Cybersecurity","2922","Cybersecurity","Cypress College Degree","Cypress College Division"
"2","2C39440","Nutrition and Foods Skills","5742","Nutrition and Foods Skills","Nutrition and Foods","Natural Science"
"1","1C12979B","Food Service Fundamentals","0252","Food and Beverage Fundamentals","Cypress College Degree","Cypress College Division"
"1","1A37312","Spanish AA-T","5502","Spanish AA-T","Cypress College Degree","Cypress College Division"
"2","2S03824","AS Accounting","5000","Accounting","Accounting","Business"
"2","2C42402","Uncrewed Aerial Syst Piloting","7244","Uncrewed Aerial Syst Piloting","Autonomous Systems","Tech and Engineering"
"2","2A38430","Law, Public Policy and Society","5832","Law, Public Policy and Society","Social Sciences","Social Science"
"2","2C00044","Cert Auto:Man Drive Train Spec","7957","Auto: Manual Drive Train Spec","Automotive","Tech and Engineering"
"1","1C21119T","Culinary Management","0183","Culinary Management","Cypress College Degree","Cypress College Division"
"1","1S31170","Baking and Pastry Arts","0066","Baking and Pastry Arts","Cypress College Degree","Cypress College Division"
"2","2S03832","AS Physical Educ-Fitness","5810","Physical Education-Fitness","Physical Education","Physical Education"
"2","2A03862","AA Fashion Design","5460","Fashion Design","Fashion","Tech and Engineering"
"1","1GP0022","CSU GE Partial Cert Completed","0022","CSU GE Partial Cert Completed","Cypress College Degree","Cypress College Division"
"2","2C40900","Auto Engine Perf Specialist","7959","Auto Engine Perf Specialist","Automotive","Tech and Engineering"
"1","1A32187","Theatre Arts AA-T","0440","Theater Arts","Cypress College Degree","Cypress College Division"
"2","2C18747A","Scenic Artist","8471","Scenic Artist","Theatre Arts","Fine Arts"
"1","1C32651","Social Network Marketing","0156","Social Network Marketing","Cypress College Degree","Cypress College Division"
"1","1C30327","Digital Photo Technician","0031","Digital Photo Technician","Cypress College Degree","Cypress College Division"
"1","1C07825N","Geographic Info System Cert","2550","Geographic Info Systems","Cypress College Degree","Cypress College Division"
"2","2A03829","Journalism","5210","Journalism","Journalism","Tech and Engineering"
"2","2A03867","AA Speech","5910","Speech","Communication Studies","Humanities"
"1","1C21126","Advanced Flight Attendant","0241","Advanced Flight Attendant","Cypress College Degree","Cypress College Division"
"1","1C21116","Psychiatric Technician","2391","Psychiatric Technician","Cypress College Degree","Cypress College Division"
"2","2C08437","Cert Admin Justice","7010","Administration of Justice","Administration of Justice","Tech and Engineering"
"2","2A08397","Radio Production","5230","Radio Production","Journalism","Tech and Engineering"
"1","1C31344","Paint Application Specialist","0059","Paint Application Specialist","Cypress College Degree","Cypress College Division"
"2","2C21253","Cert: Architectural CAD Tech","7041","Architectural CAD Technology","Architecture","Tech and Engineering"
"2","2C21266A","Television and Film Production","7284","Television and Film Production","Cinema Film TV","Tech and Engineering"
"1","1K00056","Specialty Photography","3120","Photography Basic Skills","Cypress College Degree","Cypress College Division"
"1","1C03774","AirConditioning Refridgeration","2600","Air Conditioning/Refrigeration","Cypress College Degree","Cypress College Division"
"2","2C10609A","Cert Computer Graphics","7311","Computer Graphics","Digital Arts","Fine Arts"
"2","2C10610","Cert Cmp Graph: Anim/MultiMed","7320","Com Graph: Animatn/Multi-Media","Digital Arts","Fine Arts"
"2","2A13206","AA Carpentry","5130","Carpentry","Construction Technology","Tech and Engineering"
"1","1A19681","Geography","0138","Geography","Cypress College Degree","Cypress College Division"
"1","1A10448A","Graphic Design","2259","Graphic Design","Cypress College Degree","Cypress College Division"
"1","1C37704","ESL Milestone-Pthwy to BUS CIS","5033","ESL Mlstn-Pathway to BUS/CIS","Cypress College Degree","Cypress College Division"
"2","2C40658","Acting and Perform Level 1","7885","Acting and Perform Level 1","Theatre Arts","Fine Arts"
"1","1C14403B","Basic Airline Customer Service","0103","Basic Airline Customer Service","Cypress College Degree","Cypress College Division"
"1","1C07834","Electronic Pub Design","2260","Electronic Publishing Design","Cypress College Degree","Cypress College Division"
"2","2C18747","Cert Scenic Artist","8470","Scenic Artist","Theatre Arts","Fine Arts"
"1","1S07848A","Food & Beverage Management","0251","Food & Beverage Management","Cypress College Degree","Cypress College Division"
"1","1C31329N","Virtualization & Cloud Comp.","3572","Virtualization & Cloud Comp.","Cypress College Degree","Cypress College Division"
"1","1C37705N","ESL Mlstn-Ptwy to DMS/HIT/RADT","5029","ESL Mlstn-Ptwy to DMS/HIT/RADT","Cypress College Degree","Cypress College Division"
"1","1C31200","Post Prod. Basics Cinema/Video","2261","Post Prod. Basics Cinema/Video","Cypress College Degree","Cypress College Division"
"1","1C37074","AutoTech TTEN Brk Align Spec","8032","T-TEN Brake & Alignment Spec.","Cypress College Degree","Cypress College Division"
"1","1C30329","Web Networking Technology","0008","Syst. Admin. and Tech. Support","Cypress College Degree","Cypress College Division"
"1","1GC0018","CSU GE Area C Completed","0018","CSU GE Area C Completed","Cypress College Degree","Cypress College Division"
"1","1C10449B","Imaging Technologist Assistant","0043","Imaging Technologist Assistant","Cypress College Degree","Cypress College Division"
"2","2A37747","Art History/Museum Studies","5990","Art History/Museum Studies","Art","Fine Arts"
"1","1S35448","UAV/UAS","3573","UAV/UAS","Cypress College Degree","Cypress College Division"
"1","1C35422N","UAV/UAS Basic Certificate","3575","UAV/UAS Basic Certificate","Cypress College Degree","Cypress College Division"
"2","2C41219","Fashion Skills","7561","Fashion Skills","Fashion","Tech and Engineering"
"2","2C41398","Business Economics","7085","Business Economics","Business Management","Business"
"2","2C40964","Human Resources Mgmt","7083","Human Resources Mgmt","Business Management","Business"
"2","2C37107A","Real Estate Sales","7775","Real Estate Sales","Real Estate","Business"
"1","1C42222P","Pract. in Inter. Mch Shorthand","2113","Pract. in Inter. Mch Shorthand","Cypress College Degree","Cypress College Division"
"1","1C21099N","Merchandising","2171","Merchandising","Cypress College Degree","Cypress College Division"
"1","1K00058","Auto Damage Appraisal Cert","3140","Auto Damage Appraisal","Cypress College Degree","Cypress College Division"
"1","1C35416","Mobile Application Development","3579","Mobile Application Development","Cypress College Degree","Cypress College Division"
"2","2S13207","AS Industrial Technology","5611","Industrial Technology","Industrial Arts","Tech and Engineering"
"1","1C33913N","Solar Energy","0175","Solar Energy","Cypress College Degree","Cypress College Division"
"2","2C08429A","Image Consultant","7591","Image Consultant","Fashion","Tech and Engineering"
"2","2C39534","Storyboarding","8413","Storyboarding","Art","Fine Arts"
"1","1C35020A","Musical Theatre Performance","0167","Musical Theatre Performance","Cypress College Degree","Cypress College Division"
"1","1A19606","Chicana/o/x Studies","0072","Chicana/o/x Studies","Cypress College Degree","Cypress College Division"
"2","2C11688B","Business Skills","7084","Business Skills","Business Management","Business"
"2","2C39441","Museum Assistant","8412","Museum Assistant","Art","Fine Arts"
"2","2A42486","Social Justice Studies-Ethn St","5904","Social Justice Studies-Ethn St","Ethnic Studies","Social Science"
"1","1C15691N","Creative Photo Arts","3301","Creative Photo Arts","Cypress College Degree","Cypress College Division"
"2","2A41695","Art History Museum Studies","5991","Art History Museum Studies","Art","Fine Arts"
"1","1C42159N","CE Instructor Training","0601","CE Instructor Training","Cypress College Degree","Cypress College Division"
"2","2C40654","Auto Light Repair Specialist","8774","Auto Light Repair Specialist","Automotive","Tech and Engineering"
"1","1C12951N","Commercial Music-Management","0048","Commercial Music-Management","Cypress College Degree","Cypress College Division"
"1","1C15694N","3D Animation","3275","3D Animation","Cypress College Degree","Cypress College Division"
"2","2XA6010","AA Honorary","X601","Honorary","Other","Student Services"
"2","2C40648","Automotive Maintenance Skills","8772","Auto Maintenance Skills","Automotive","Tech and Engineering"
"1","1C07828N","Fitness Specialist","2431","Fitness Specialist","Cypress College Degree","Cypress College Division"
"2","2C00027","Cert Hort: Landscape Hort","7620","Hort: Landscape Horticulture","Horticultre","Natural Science"
"2","2C41268","Finance","7116","Finance","Business Management","Business"
"2","2S08436","Astronomy","5071","Astronomy","Earth Sciences","Natural Science"
"1","1C37208","Air Cond & Refrig Proj Mgmt","2601","Air Cond & Refrig Proj Mgmt","Cypress College Degree","Cypress College Division"
"2","2C40647","Automotive Service Advisor","8773","Auto Service Advisor","Automotive","Tech and Engineering"
"2","2C10623","Cert Draft Tech: Ind Draft II","7480","Draft Tech: Ind Drafting ll","Manufacturing","Tech and Engineering"
"2","2C37173A","Office Applications Apprentice","7774","Office Applications Apprentice","Computer Information Systems","Business"
"1","1S07817","Legal Sec/Admin Assistant","0430","Secretarial Legal","Cypress College Degree","Cypress College Division"
"2","2A08441","AA Liberal Studies","5650","Liberal Studies","Other","Student Services"
"1","1C31342M","Small Business Operations","0085","Small Business Operations","Cypress College Degree","Cypress College Division"
"1","1K03564","Homeland Transport Security","3564","Homeland Transport Security","Cypress College Degree","Cypress College Division"
